File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_3_run_3.log                    1         -1.684         -22.045        -21.629        -0.416         0              0.000          -8.927         
11996452_3_run_7.log                    2         0.041          -20.333        -20.249        -0.084         0              4.166          -8.775         
11996452_3_run_17.log                   5         2.049          -18.570        -17.314        -1.256         0              5.005          -8.491         
11996452_3_run_23.log                   6         2.341          -18.280        -17.786        -0.494         0              3.708          -8.525         
11996452_3_run_3.log                    8         3.676          -16.690        -16.573        -0.117         0              3.502          -8.389         
11996452_3_run_11.log                   10        5.741          -14.639        -14.077        -0.562         0              4.112          -8.136         
11996452_3_run_1.log                    10        5.847          -14.792        -8.175         -6.617         0              4.456          -7.640         
11996452_3_run_21.log                   11        6.299          -14.076        -13.398        -0.678         0              2.088          -8.067         
11996452_3_run_17.log                   13        7.195          -13.175        -7.450         -5.725         0              3.827          -7.545         
11996452_3_run_24.log                   14        9.669          -10.825        -9.533         -1.292         0              4.518          -7.673         
