File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_5_run_23.log                   1         -2.196         -23.737        -19.864        -3.873         0              0.000          -8.813         
11996452_5_run_23.log                   3         2.171          -19.204        -17.632        -1.572         0              4.033          -8.531         
11996452_5_run_11.log                   4         2.382          -18.882        -18.666        -0.216         0              4.882          -8.611         
11996452_5_run_3.log                    5         2.703          -18.590        -16.654        -1.936         0              3.821          -8.435         
11996452_5_run_1.log                    7         4.700          -16.593        -16.069        -0.524         0              3.515          -8.345         
11996452_5_run_9.log                    8         5.676          -15.716        -13.108        -2.608         0              2.038          -8.076         
11996452_5_run_1.log                    9         5.782          -15.602        -14.815        -0.787         0              2.260          -8.218         
11996452_5_run_17.log                   9         7.027          -14.889        -11.524        -3.365         0              3.051          -7.925         
11996452_5_run_9.log                    13        7.860          -13.956        -12.158        -1.798         0              2.540          -7.959         
11996452_5_run_8.log                    13        8.348          -12.914        -12.301        -0.613         0              3.843          -7.950         
