File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_1_run_9.log                    1         -0.899         -19.918        -19.559        -0.359         0              0.000          -8.708         
11996452_1_run_17.log                   2         -0.342         -19.355        -17.869        -1.486         0              3.975          -8.554         
11996452_1_run_5.log                    4         0.420          -18.809        -18.089        -0.720         0              3.505          -8.561         
11996452_1_run_6.log                    4         0.427          -19.111        -17.080        -2.031         0              4.619          -8.482         
11996452_1_run_4.log                    7         2.660          -16.661        -14.745        -1.916         0              4.759          -8.234         
11996452_1_run_4.log                    8         3.154          -16.157        -14.766        -1.391         0              3.847          -8.225         
11996452_1_run_8.log                    11        4.035          -14.979        -13.992        -0.987         0              4.006          -8.136         
11996452_1_run_9.log                    11        4.584          -14.454        -14.200        -0.254         0              3.644          -8.142         
11996452_1_run_22.log                   14        5.762          -13.575        -10.346        -3.229         0              3.037          -7.798         
11996452_1_run_13.log                   15        6.288          -12.923        -12.388        -0.535         0              3.810          -7.957         
