File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_11_run_23.log                  1         -1.291         -22.207        -21.658        -0.549         0              0.000          -8.933         
11996452_11_run_23.log                  3         0.415          -22.207        -15.692        -6.515         0              4.156          -8.429         
11996452_11_run_23.log                  4         1.599          -19.588        -18.532        -1.056         0              5.023          -8.615         
11996452_11_run_23.log                  5         1.897          -19.012        -18.858        -0.154         0              3.487          -8.630         
11996452_11_run_9.log                   8         4.811          -16.357        -10.053        -6.304         0              4.565          -7.831         
11996452_11_run_13.log                  11        5.609          -15.304        -14.657        -0.647         0              2.022          -8.199         
11996452_11_run_8.log                   11        6.016          -15.010        -9.655         -5.355         0              3.753          -7.770         
11996452_11_run_1.log                   14        8.620          -12.758        -7.761         -4.997         0              2.829          -7.563         
11996452_11_run_24.log                  17        9.257          -11.825        -10.045        -1.780         0              2.058          -7.737         
11996452_11_run_10.log                  14        10.001         -11.246        -9.476         -1.770         0              3.685          -7.677         
