File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_run_14.log                     1         6.942          -15.427        -9.205         -6.222         0              0.000          -7.740         
11996452_run_17.log                     3         8.885          -13.697        -8.061         -5.636         0              3.371          -7.608         
11996452_run_10.log                     4         9.290          -13.114        -8.485         -4.629         0              4.829          -7.632         
11996452_run_24.log                     6         9.709          -12.514        -8.579         -3.935         0              3.559          -7.627         
11996452_run_12.log                     6         9.719          -12.488        -7.672         -4.816         0              3.855          -7.550         
11996452_run_16.log                     8         9.746          -12.958        -7.987         -4.971         0              4.019          -7.586         
11996452_run_10.log                     8         9.907          -12.604        -7.817         -4.787         0              2.069          -7.565         
11996452_run_17.log                     8         9.927          -12.443        -8.637         -3.806         0              2.431          -7.631         
11996452_run_21.log                     10        10.278         -12.153        -7.378         -4.775         0              4.013          -7.518         
11996452_run_20.log                     7         10.281         -12.124        -9.836         -2.288         0              20.383         -7.725         
