File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_1_run_8.log                    1         3.332          -15.880        -15.472        -0.408         0              0.000          -8.279         
11996452_1_run_6.log                    2         3.504          -15.707        -14.060        -1.647         0              2.017          -8.156         
11996452_1_run_18.log                   3         5.189          -14.238        -7.747         -6.491         0              12.216         -7.593         
11996452_1_run_16.log                   3         5.793          -13.257        -9.879         -3.378         0              11.629         -7.752         
11996452_1_run_16.log                   4         6.191          -13.058        -8.500         -4.558         0              11.758         -7.632         
11996452_1_run_16.log                   5         6.336          -12.899        -11.988        -0.911         0              4.784          -7.923         
11996452_1_run_16.log                   7         6.580          -12.661        -7.266         -5.395         0              13.174         -7.519         
11996452_1_run_2.log                    7         6.715          -12.526        -8.189         -4.337         0              12.192         -7.594         
11996452_1_run_24.log                   8         6.719          -12.473        -8.009         -4.464         0              12.979         -7.578         
11996452_1_run_10.log                   7         6.774          -12.450        -9.542         -2.908         0              12.315         -7.707         
