File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_11_run_5.log                   1         6.201          -14.888        -8.854         -6.034         0              0.000          -7.700         
11996452_11_run_10.log                  2         7.646          -13.301        -8.336         -4.965         0              5.524          -7.623         
11996452_11_run_8.log                   4         7.654          -13.256        -6.587         -6.669         0              3.673          -7.474         
11996452_11_run_7.log                   4         7.847          -13.296        -8.084         -5.212         0              3.801          -7.602         
11996452_11_run_16.log                  6         8.333          -12.584        -7.808         -4.776         0              3.167          -7.563         
11996452_11_run_19.log                  7         8.632          -12.389        -7.202         -5.187         0              3.216          -7.508         
11996452_11_run_10.log                  7         8.848          -12.345        -7.538         -4.807         0              5.021          -7.536         
11996452_11_run_4.log                   9         9.017          -12.042        -7.273         -4.769         0              3.667          -7.507         
11996452_11_run_5.log                   5         9.311          -11.962        -8.868         -3.094         0              20.422         -7.640         
11996452_11_run_7.log                   11        9.353          -11.894        -6.947         -4.947         0              4.285          -7.476         
