File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_4_run_3.log                    1         8.361          -14.547        -7.463         -7.084         0              0.000          -7.575         
11996452_4_run_24.log                   1         9.222          -12.990        -7.570         -5.420         0              2.746          -7.552         
11996452_4_run_16.log                   1         9.414          -11.760        -6.389         -5.371         0              4.709          -7.427         
11996452_4_run_3.log                    2         9.415          -11.636        -7.798         -3.838         0              4.448          -7.543         
11996452_4_run_23.log                   4         9.437          -11.946        -7.792         -4.154         0              2.612          -7.549         
11996452_4_run_6.log                    4         9.489          -11.567        -7.583         -3.984         0              3.861          -7.523         
11996452_4_run_3.log                    6         9.662          -11.402        -9.715         -1.687         0              20.337         -7.700         
11996452_4_run_19.log                   7         9.712          -12.408        -9.560         -2.848         0              3.816          -7.708         
11996452_4_run_23.log                   9         9.807          -11.232        -11.094        -0.138         0              20.551         -7.813         
11996452_4_run_2.log                    9         10.221         -11.156        -6.709         -4.447         0              4.272          -7.441         
