File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_7_run_4.log                    1         9.107          -12.399        -7.747         -4.652         0              0.000          -7.554         
11996452_7_run_9.log                    2         9.494          -12.040        -9.192         -2.848         0              19.398         -7.669         
11996452_7_run_15.log                   2         10.161         -11.766        -7.866         -3.900         0              3.056          -7.551         
11996452_7_run_15.log                   3         10.260         -11.701        -7.829         -3.872         0              4.586          -7.547         
11996452_7_run_9.log                    6         10.408         -11.095        -6.420         -4.675         0              3.294          -7.415         
11996452_7_run_18.log                   7         10.501         -11.414        -11.614        0.200          0              19.276         -7.861         
11996452_7_run_14.log                   9         10.572         -11.644        -7.859         -3.785         0              3.798          -7.548         
11996452_7_run_24.log                   9         10.762         -10.743        -10.156        -0.587         0              3.564          -7.724         
11996452_7_run_14.log                   10        10.769         -10.732        -6.977         -3.755         0              3.352          -7.455         
11996452_7_run_19.log                   10        10.916         -10.598        -9.836         -0.762         0              19.622         -7.694         
