File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_6_run_23.log                   1         7.536          -15.573        -9.901         -5.672         0              0.000          -7.802         
11996452_6_run_10.log                   2         8.853          -14.228        -9.821         -4.407         0              3.691          -7.768         
11996452_6_run_20.log                   4         9.065          -13.627        -8.515         -5.112         0              4.647          -7.645         
11996452_6_run_9.log                    4         9.565          -13.457        -7.697         -5.760         0              4.673          -7.572         
11996452_6_run_22.log                   5         9.798          -13.379        -8.122         -5.257         0              2.565          -7.606         
11996452_6_run_12.log                   6         10.013         -12.718        -8.543         -4.175         0              2.105          -7.628         
11996452_6_run_13.log                   8         10.324         -13.091        -8.725         -4.366         0              3.695          -7.651         
11996452_6_run_16.log                   8         10.362         -13.049        -8.655         -4.394         0              3.589          -7.645         
11996452_6_run_15.log                   10        10.366         -12.410        -7.813         -4.597         0              3.315          -7.560         
11996452_6_run_23.log                   9         10.562         -12.134        -6.033         -6.101         0              4.183          -7.404         
