File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_3_run_7.log                    1         -2.929         -23.537        -22.190        -1.347         0              0.000          -9.005         
11996452_3_run_7.log                    2         -2.900         -23.525        -21.818        -1.707         0              4.704          -8.974         
11996452_3_run_15.log                   3         -0.788         -21.409        -21.192        -0.217         0              5.021          -8.877         
11996452_3_run_13.log                   4         -0.220         -20.691        -15.242        -5.449         0              3.646          -8.359         
11996452_3_run_7.log                    5         0.042          -20.323        -20.075        -0.248         0              4.125          -8.760         
11996452_3_run_18.log                   8         1.117          -19.490        -14.963        -4.527         0              2.960          -8.311         
11996452_3_run_14.log                   9         1.379          -19.115        -18.217        -0.898         0              5.286          -8.578         
11996452_3_run_18.log                   10        1.447          -18.914        -18.763        -0.151         0              3.728          -8.620         
11996452_3_run_7.log                    12        3.346          -17.139        -13.743        -3.396         0              3.983          -8.159         
11996452_3_run_20.log                   16        3.457          -17.372        -14.684        -2.688         0              3.855          -8.244         
