File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_1_run_12.log                   1         -2.689         -21.900        -17.538        -4.362         0              0.000          -8.578         
11996452_1_run_18.log                   2         -1.293         -20.312        -19.714        -0.598         0              3.647          -8.729         
11996452_1_run_12.log                   3         -0.821         -19.846        -19.010        -0.836         0              4.078          -8.660         
11996452_1_run_21.log                   4         0.745          -18.272        -17.538        -0.734         0              3.869          -8.503         
11996452_1_run_12.log                   5         0.819          -18.228        -17.099        -1.129         0              3.597          -8.465         
11996452_1_run_9.log                    7         1.005          -18.189        -14.637        -3.552         0              3.080          -8.257         
11996452_1_run_5.log                    8         1.281          -17.932        -17.335        -0.597         0              2.003          -8.479         
11996452_1_run_2.log                    8         1.513          -17.693        -17.431        -0.262         0              5.131          -8.482         
11996452_1_run_11.log                   11        2.049          -16.974        -16.660        -0.314         0              4.032          -8.402         
11996452_1_run_5.log                    11        2.260          -16.934        -15.956        -0.978         0              4.618          -8.342         
