File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_6_run_20.log                   1         -0.441         -23.492        -22.718        -0.774         0              0.000          -9.049         
11996452_6_run_21.log                   2         0.479          -22.468        -16.794        -5.674         0              4.006          -8.527         
11996452_6_run_2.log                    3         0.850          -21.841        -21.604        -0.237         0              3.464          -8.921         
11996452_6_run_6.log                    4         0.919          -22.093        -21.697        -0.396         0              4.101          -8.934         
11996452_6_run_2.log                    5         2.397          -20.292        -20.206        -0.086         0              3.447          -8.771         
11996452_6_run_8.log                    7         3.906          -19.105        -18.548        -0.557         0              4.538          -8.606         
11996452_6_run_20.log                   8         4.454          -18.956        -18.429        -0.527         0              3.939          -8.593         
11996452_6_run_3.log                    8         4.462          -18.583        -17.255        -1.328         0              3.606          -8.486         
11996452_6_run_12.log                   10        5.016          -17.704        -17.022        -0.682         0              4.042          -8.448         
11996452_6_run_18.log                   11        5.300          -17.919        -15.117        -2.802         0              3.652          -8.292         
