File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
4k1l_ligand_run_16.log                  1         -52.847        -35.183        -28.437        -6.746         2              0.345          -9.774         
4k1l_ligand_run_8.log                   2         -47.962        -30.354        -30.529        0.175          2              3.456          -9.851         
4k1l_ligand_run_23.log                  7         -43.101        -27.960        -27.096        -0.864         2              3.143          -9.512         
4k1l_ligand_run_17.log                  8         -42.977        -27.454        -26.271        -1.183         2              2.806          -9.431         
4k1l_ligand_run_13.log                  9         -41.957        -24.554        -24.911        0.357          2              3.515          -9.256         
4k1l_ligand_run_6.log                   14        -39.178        -24.153        -22.362        -1.791         2              6.186          -9.033         
4k1l_ligand_run_19.log                  15        -38.823        -21.172        -20.859        -0.313         2              5.972          -8.844         
4k1l_ligand_run_17.log                  14        -38.722        -24.823        -22.347        -2.476         2              2.324          -9.045         
4k1l_ligand_run_5.log                   17        -37.167        -21.256        -19.773        -1.483         2              6.356          -8.754         
