File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_11_run_24.log                  1         14.464         -6.775         -4.932         -1.843         0              0.000          -7.200         
11996452_11_run_18.log                  2         14.904         -6.288         -5.511         -0.777         0              4.593          -7.239         
11996452_11_run_6.log                   3         15.233         -5.707         0.313          -6.020         0              5.391          -6.735         
11996452_11_run_6.log                   4         15.928         -5.277         -2.844         -2.433         0              4.835          -6.993         
11996452_11_run_9.log                   5         16.905         -4.203         -3.172         -1.031         0              5.607          -6.998         
11996452_11_run_20.log                  6         17.314         -3.611         -3.178         -0.433         0              3.598          -6.986         
11996452_11_run_3.log                   8         17.748         -3.200         -1.589         -1.611         0              3.688          -6.844         
11996452_11_run_3.log                   9         17.994         -2.912         -2.931         0.019          0              4.990          -6.951         
11996452_11_run_8.log                   11        19.743         -1.184         1.087          -2.271         0              4.641          -6.576         
11996452_11_run_23.log                  14        21.719         0.811          1.312          -0.501         0              4.260          -6.516         
