File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_9_run_1.log                    1         5.758          -17.530        -14.935        -2.595         0              0.000          -8.268         
11996452_9_run_21.log                   2         10.667         -12.500        -8.691         -3.809         0              2.355          -7.636         
11996452_9_run_10.log                   3         14.161         -8.492         -7.906         -0.586         0              4.207          -7.487         
11996452_9_run_15.log                   4         14.586         -8.046         -5.093         -2.953         0              3.546          -7.240         
11996452_9_run_10.log                   5         15.888         -6.951         -5.543         -1.408         0              3.527          -7.255         
11996452_9_run_5.log                    9         21.223         -1.513         -0.060         -1.453         0              4.155          -6.680         
11996452_9_run_20.log                   10        23.017         0.381          1.181          -0.800         0              4.589          -6.536         
11996452_9_run_1.log                    13        24.658         1.934          4.097          -2.163         0              4.480          -6.257         
11996452_9_run_3.log                    14        25.572         2.935          6.193          -3.258         0              4.611          -6.059         
11996452_9_run_22.log                   15        27.212         4.513          4.401          0.112          0              5.211          -6.178         
