File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_2_run_3.log                    1         8.706          -12.333        -11.977        -0.356         0              0.000          -7.911         
11996452_2_run_7.log                    3         11.293         -9.861         -7.770         -2.091         0              3.879          -7.504         
11996452_2_run_14.log                   4         12.027         -9.031         -5.854         -3.177         0              4.530          -7.325         
11996452_2_run_12.log                   5         12.419         -8.607         -8.200         -0.407         0              4.059          -7.514         
11996452_2_run_18.log                   6         12.714         -8.363         -6.626         -1.737         0              3.574          -7.376         
11996452_2_run_14.log                   7         14.937         -6.139         -3.860         -2.279         0              4.769          -7.096         
11996452_2_run_22.log                   8         20.016         -1.053         -0.244         -0.809         0              4.038          -6.686         
11996452_2_run_3.log                    11        22.775         1.704          2.351          -0.647         0              4.522          -6.409         
11996452_2_run_22.log                   11        25.497         4.443          4.546          -0.103         0              4.897          -6.167         
11996452_2_run_11.log                   12        25.893         3.915          7.732          -3.817         0              4.782          -5.909         
