File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_10_run_19.log                  1         10.229         -11.181        -10.991        -0.190         0              0.000          -7.803         
11996452_10_run_14.log                  3         12.406         -9.270         -7.368         -1.902         0              4.155          -7.458         
11996452_10_run_2.log                   4         14.028         -7.422         -7.085         -0.337         0              4.388          -7.396         
11996452_10_run_2.log                   5         14.184         -7.228         -0.885         -6.343         0              4.175          -6.868         
11996452_10_run_8.log                   6         16.371         -5.072         -2.348         -2.724         0              4.712          -6.947         
11996452_10_run_14.log                  7         19.670         -1.804         -1.080         -0.724         0              4.026          -6.772         
11996452_10_run_22.log                  8         20.852         -0.551         -0.334         -0.217         0              3.038          -6.683         
11996452_10_run_17.log                  9         20.870         -0.718         -0.201         -0.517         0              2.632          -6.675         
11996452_10_run_3.log                   10        21.294         -0.206         0.166          -0.372         0              4.809          -6.633         
11996452_10_run_3.log                   11        21.382         -0.154         0.775          -0.929         0              3.419          -6.581         
