File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_4_run_7.log                    1         5.847          -15.206        -10.151        -5.055         0              0.000          -7.816         
11996452_4_run_11.log                   2         7.107          -13.942        -8.734         -5.208         0              3.301          -7.670         
11996452_4_run_6.log                    3         7.124          -13.941        -10.243        -3.698         0              5.187          -7.797         
11996452_4_run_9.log                    5         7.585          -14.538        -10.425        -4.113         0              4.643          -7.825         
11996452_4_run_9.log                    6         7.780          -13.256        -12.697        -0.559         0              3.370          -7.990         
11996452_4_run_7.log                    7         7.914          -13.121        -13.107        -0.014         0              12.761         -8.022         
11996452_4_run_21.log                   6         7.948          -13.120        -7.306         -5.814         0              2.009          -7.532         
11996452_4_run_13.log                   7         8.052          -13.570        -9.640         -3.930         0              2.119          -7.739         
11996452_4_run_12.log                   10        8.494          -12.756        -11.776        -0.980         0              4.537          -7.902         
11996452_4_run_24.log                   10        8.763          -12.637        -11.761        -0.876         0              4.202          -7.899         
