File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_7_run_3.log                    1         6.369          -15.134        -9.971         -5.163         0              0.000          -7.799         
11996452_7_run_7.log                    3         7.383          -14.116        -14.131        0.015          0              13.226         -8.129         
11996452_7_run_6.log                    3         7.434          -14.127        -7.947         -6.180         0              3.432          -7.607         
11996452_7_run_2.log                    4         7.970          -13.529        -10.976        -2.553         0              5.067          -7.851         
11996452_7_run_21.log                   6         8.029          -13.497        -13.178        -0.319         0              13.321         -8.036         
11996452_7_run_7.log                    6         8.273          -13.240        -10.085        -3.155         0              4.868          -7.769         
11996452_7_run_22.log                   7         8.921          -12.976        -11.862        -1.114         0              4.737          -7.914         
11996452_7_run_15.log                   10        9.050          -12.929        -8.300         -4.629         0              19.605         -7.612         
11996452_7_run_5.log                    10        9.409          -12.092        -11.596        -0.496         0              3.467          -7.873         
11996452_7_run_8.log                    11        9.583          -12.821        -9.055         -3.766         0              2.689          -7.674         
