File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_8_run_12.log                   1         4.194          -17.401        -9.780         -7.621         0              0.000          -7.830         
11996452_8_run_2.log                    2         5.292          -16.588        -8.301         -8.287         0              4.130          -7.688         
11996452_8_run_10.log                   5         7.191          -14.400        -10.263        -4.137         0              3.841          -7.809         
11996452_8_run_5.log                    5         7.417          -14.473        -14.320        -0.153         0              13.415         -8.153         
11996452_8_run_6.log                    6         7.490          -14.489        -10.578        -3.911         0              3.762          -7.837         
11996452_8_run_2.log                    7         7.703          -13.889        -8.696         -5.193         0              4.847          -7.666         
11996452_8_run_12.log                   9         7.821          -14.220        -8.619         -5.601         0              3.620          -7.666         
11996452_8_run_12.log                   10        7.868          -14.098        -9.871         -4.227         0              2.268          -7.769         
11996452_8_run_19.log                   10        8.079          -14.239        -13.137        -1.102         0              12.786         -8.048         
11996452_8_run_12.log                   14        8.304          -13.564        -8.324         -5.240         0              2.964          -7.627         
