File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_5_run_1.log                    1         4.057          -17.221        -12.577        -4.644         0              0.000          -8.062         
11996452_5_run_18.log                   2         4.538          -16.728        -16.257        -0.471         0              13.141         -8.363         
11996452_5_run_17.log                   4         6.550          -15.342        -10.215        -5.127         0              3.438          -7.824         
11996452_5_run_4.log                    4         6.686          -14.996        -6.511         -8.485         0              2.299          -7.504         
11996452_5_run_24.log                   3         6.959          -14.848        -10.031        -4.817         0              4.749          -7.798         
11996452_5_run_17.log                   5         7.344          -13.930        -12.074        -1.856         0              3.127          -7.952         
11996452_5_run_2.log                    5         7.555          -13.852        -10.002        -3.850         0              4.970          -7.775         
11996452_5_run_11.log                   5         7.713          -13.692        -10.367        -3.325         0              3.233          -7.803         
11996452_5_run_7.log                    5         7.793          -13.738        -9.770         -3.968         0              4.968          -7.753         
11996452_5_run_4.log                    8         7.842          -13.529        -7.798         -5.731         0              3.910          -7.582         
