File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_9_run_6.log                    1         5.063          -17.589        -17.631        0.042          0              0.000          -8.497         
11996452_9_run_19.log                   2         7.098          -15.852        -10.988        -4.864         0              12.977         -7.900         
11996452_9_run_19.log                   3         8.035          -15.022        -10.642        -4.380         0              12.885         -7.853         
11996452_9_run_20.log                   3         8.081          -14.631        -10.880        -3.751         0              12.520         -7.865         
11996452_9_run_12.log                   4         8.125          -14.629        -9.450         -5.179         0              12.867         -7.745         
11996452_9_run_24.log                   6         8.275          -14.369        -8.650         -5.719         0              11.129         -7.672         
11996452_9_run_6.log                    5         8.506          -14.822        -10.532        -4.290         0              12.902         -7.840         
11996452_9_run_21.log                   7         8.524          -14.160        -11.545        -2.615         0              12.605         -7.912         
11996452_9_run_16.log                   9         8.965          -13.701        -13.413        -0.288         0              4.170          -8.060         
11996452_9_run_2.log                    4         9.055          -13.611        -13.139        -0.472         0              3.322          -8.035         
