File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_10_run_6.log                   1         1.974          -19.430        -19.226        -0.204         0              0.000          -8.670         
11996452_10_run_14.log                  2         4.674          -16.904        -9.461         -7.443         0              13.925         -7.793         
11996452_10_run_20.log                  3         5.765          -15.649        -15.525        -0.124         0              4.072          -8.279         
11996452_10_run_23.log                  4         6.142          -15.262        -10.063        -5.199         0              13.436         -7.809         
11996452_10_run_1.log                   5         7.023          -14.445        -8.973         -5.472         0              13.763         -7.700         
11996452_10_run_18.log                  5         7.150          -14.286        -12.021        -2.265         0              13.342         -7.955         
11996452_10_run_1.log                   7         7.440          -14.202        -10.630        -3.572         0              13.166         -7.835         
11996452_10_run_13.log                  6         7.507          -15.039        -11.025        -4.014         0              13.353         -7.886         
11996452_10_run_16.log                  7         7.624          -14.113        -9.602         -4.511         0              13.555         -7.747         
11996452_10_run_14.log                  9         8.156          -13.418        -8.809         -4.609         0              13.081         -7.665         
