File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_1_run_5.log                    1         27.972         8.947          9.278          -0.331         0              0.000          -5.674         
11996452_1_run_8.log                    2         29.639         10.384         11.889         -1.505         0              3.673          -5.424         
11996452_1_run_12.log                   3         35.605         16.378         16.618         -0.240         0              4.545          -4.900         
11996452_1_run_18.log                   4         36.784         17.342         19.998         -2.656         0              3.417          -4.594         
11996452_1_run_10.log                   6         38.626         19.610         20.343         -0.733         0              3.321          -4.518         
11996452_1_run_15.log                   7         40.430         21.253         22.846         -1.593         0              4.033          -4.273         
11996452_1_run_1.log                    8         42.635         23.539         24.508         -0.969         0              4.833          -4.085         
11996452_1_run_4.log                    11        43.626         24.118         29.414         -5.296         0              3.977          -3.658         
11996452_1_run_12.log                   15        47.244         28.180         28.496         -0.316         0              2.704          -3.652         
11996452_1_run_12.log                   18        48.556         29.345         30.062         -0.717         0              4.447          -3.496         
