File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_5_run_17.log                   1         20.888         -0.916         -0.039         -0.877         0              0.000          -6.665         
11996452_5_run_19.log                   2         26.851         5.020          5.870          -0.850         0              2.448          -6.043         
11996452_5_run_14.log                   3         27.260         5.879          6.239          -0.360         0              3.619          -5.994         
11996452_5_run_2.log                    5         27.888         6.520          9.136          -2.616         0              4.376          -5.736         
11996452_5_run_10.log                   7         31.490         9.687          11.860         -2.173         0              3.979          -5.441         
11996452_5_run_15.log                   7         33.293         11.488         12.275         -0.787         0              4.802          -5.368         
11996452_5_run_5.log                    9         33.804         12.001         12.424         -0.423         0              3.501          -5.345         
11996452_5_run_9.log                    9         38.986         17.616         17.936         -0.320         0              4.617          -4.763         
11996452_5_run_16.log                   11        41.096         19.662         21.515         -1.853         0              5.035          -4.418         
11996452_5_run_19.log                   14        44.677         23.137         24.284         -1.147         0              5.227          -4.112         
