File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_7_run_2.log                    1         20.351         -1.149         -0.969         -0.180         0              0.000          -6.749         
11996452_7_run_18.log                   3         25.517         3.594          3.726          -0.132         0              3.973          -6.254         
11996452_7_run_24.log                   4         28.965         7.461          8.604          -1.143         0              4.044          -5.762         
11996452_7_run_13.log                   8         32.011         10.120         10.828         -0.708         0              4.487          -5.519         
11996452_7_run_12.log                   9         36.534         14.261         18.407         -4.146         0              5.041          -4.793         
11996452_7_run_23.log                   14        41.528         20.005         20.188         -0.183         0              4.519          -4.523         
11996452_7_run_22.log                   15        41.750         20.105         21.029         -0.924         0              3.643          -4.450         
11996452_7_run_14.log                   15        42.329         20.379         21.273         -0.894         0              3.722          -4.424         
11996452_7_run_16.log                   16        42.857         21.357         21.369         -0.012         0              3.761          -4.395         
11996452_7_run_23.log                   18        44.604         23.053         23.795         -0.742         0              4.411          -4.155         
