File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_9_run_18.log                   1         18.805         -3.903         -3.024         -0.879         0              0.000          -6.980         
11996452_9_run_18.log                   2         22.602         -0.053         7.612          -7.665         0              4.886          -6.001         
11996452_9_run_15.log                   3         31.866         8.902          10.273         -1.371         0              4.599          -5.591         
11996452_9_run_2.log                    4         32.842         10.155         11.003         -0.848         0              4.361          -5.503         
11996452_9_run_12.log                   6         41.600         18.929         17.976         0.953          0              3.715          -4.732         
11996452_9_run_7.log                    8         43.641         20.971         20.981         -0.010         0              3.480          -4.436         
11996452_9_run_19.log                   8         45.865         23.182         23.559         -0.377         0              4.082          -4.173         
11996452_9_run_23.log                   10        48.364         25.684         26.304         -0.620         0              3.500          -3.889         
11996452_9_run_6.log                    10        48.580         25.784         27.520         -1.736         0              5.834          -3.784         
11996452_9_run_19.log                   14        51.952         29.183         29.543         -0.360         0              3.665          -3.543         
