File                                    Model     T.Energy       I.Energy       vdW            Coul           NumRotors      RMSD           Score          
11996452_8_run_14.log                   1         21.954         0.041          1.042          -1.001         0              0.000          -6.554         
11996452_8_run_6.log                    2         24.916         2.989          3.933          -0.944         0              3.597          -6.249         
11996452_8_run_2.log                    3         26.092         4.213          4.647          -0.434         0              4.051          -6.163         
11996452_8_run_8.log                    4         36.492         14.883         22.541         -7.658         0              3.976          -4.430         
11996452_8_run_2.log                    7         39.339         17.747         20.134         -2.387         0              3.971          -4.575         
11996452_8_run_21.log                   7         41.895         20.107         26.592         -6.485         0              4.192          -3.980         
11996452_8_run_10.log                   8         43.272         21.676         23.712         -2.036         0              6.307          -4.191         
11996452_8_run_4.log                    9         44.456         22.550         23.763         -1.213         0              4.761          -4.168         
11996452_8_run_12.log                   9         47.511         25.841         26.735         -0.894         0              6.179          -3.849         
11996452_8_run_8.log                    11        48.072         26.384         27.001         -0.617         0              4.728          -3.815         
